clientSampleid,Sex,State,Site,Year,Age,Date_Laying,ID,Total_Offspring,Total Eggs,NestInit,H_inc,Hatch,H_brood,Brood_lived,Est_Poults,Attempt
10300_22_02_I,1,SC,SRS,2022,1,5/25/22,10300,10,11,1,1,1,1,1,2,2
10300_22_02_J,1,SC,SRS,2022,1,5/25/22,10300,10,11,1,1,1,1,1,2,2
11202_23_01_A ,1,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_B ,0,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_C ,1,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_D ,0,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_E ,1,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_F ,0,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_G ,0,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_H ,0,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_I ,1,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_J ,0,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_K ,0,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11202_23_01_L ,1,SC,SRS,2023,1,4/6/23,11202,12,,1,1,1,0,0,,1
11205_23_01,,SC,SRS,2023,1,3/8/23,11205,0,,1,0,0,,,,1
11209_23_01,,SC,SRS,2023,1,3/15/23,11209,0,,1,0,0,,,,1
11210_23_01_A ,0,SC,SRS,2023,1,3/31/23,11210,7,11,1,1,1,1,1,2,1
11210_23_01_B ,1,SC,SRS,2023,1,3/31/23,11210,7,11,1,1,1,1,1,2,1
11210_23_01_C ,0,SC,SRS,2023,1,3/31/23,11210,7,11,1,1,1,1,1,2,1
11210_23_01_D ,1,SC,SRS,2023,1,3/31/23,11210,7,11,1,1,1,1,1,2,1
11210_23_01_E ,1,SC,SRS,2023,1,3/31/23,11210,7,11,1,1,1,1,1,2,1
11210_23_01_F ,1,SC,SRS,2023,1,3/31/23,11210,7,11,1,1,1,1,1,2,1
11210_23_01_G ,1,SC,SRS,2023,1,3/31/23,11210,7,11,1,1,1,1,1,2,1
11210_23_01_H ,0,SC,SRS,2023,1,3/31/23,11210,7,11,1,1,1,1,1,2,1
11210_23_01_I ,1,SC,SRS,2023,1,3/31/23,11210,7,11,1,1,1,1,1,2,1
11211_23_01,,SC,SRS,2023,1,4/3/23,11211,0,,1,1,0,,,,1
11211_23_02,,SC,SRS,2023,1,5/7/23,11211,0,,1,1,0,,,,2
11211_23_03,,SC,SRS,2023,1,6/8/23,11211,,8,1,1,1,1,0,,3
11212_23_01_B ,1,SC,SRS,2023,1,4/17/23,11212,10,11,1,1,1,1,1,4,1
11212_23_01_C ,0,SC,SRS,2023,1,4/17/23,11212,10,11,1,1,1,1,1,4,1
11212_23_01_D ,0,SC,SRS,2023,1,4/17/23,11212,10,11,1,1,1,1,1,4,1
11212_23_01_E ,1,SC,SRS,2023,1,4/17/23,11212,10,11,1,1,1,1,1,4,1
11212_23_01_F ,0,SC,SRS,2023,1,4/17/23,11212,10,11,1,1,1,1,1,4,1
11212_23_01_G ,1,SC,SRS,2023,1,4/17/23,11212,10,11,1,1,1,1,1,4,1
11212_23_01_H ,1,SC,SRS,2023,1,4/17/23,11212,10,11,1,1,1,1,1,4,1
11212_23_01_I ,0,SC,SRS,2023,1,4/17/23,11212,10,11,1,1,1,1,1,4,1
11212_23_01_J ,1,SC,SRS,2023,1,4/17/23,11212,10,11,1,1,1,1,1,4,1
11213_23_01_A ,0,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_B ,0,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_C ,1,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_D ,1,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_E ,1,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_F ,0,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_G ,0,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_H ,1,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_I ,0,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_J ,1,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_K ,0,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_L ,0,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11213_23_01_M ,0,SC,SRS,2023,1,3/25/23,11213,13,13,1,1,1,,,,1
11215_03_01_A ,0,SC,SRS,2023,1,4/17/23,11215,8,8,1,1,1,1,0,,1
11215_03_01_B ,0,SC,SRS,2023,1,4/17/23,11215,8,8,1,1,1,1,0,,1
11215_03_01_C ,1,SC,SRS,2023,1,4/17/23,11215,8,8,1,1,1,1,0,,1
11215_03_01_D ,1,SC,SRS,2023,1,4/17/23,11215,8,8,1,1,1,1,0,,1
11215_03_01_E ,1,SC,SRS,2023,1,4/17/23,11215,8,8,1,1,1,1,0,,1
11215_03_01_F ,0,SC,SRS,2023,1,4/17/23,11215,8,8,1,1,1,1,0,,1
11215_03_01_G ,0,SC,SRS,2023,1,4/17/23,11215,8,8,1,1,1,1,0,,1
11215_03_01_H ,1,SC,SRS,2023,1,4/17/23,11215,8,8,1,1,1,1,0,,1
11215_03_01_I ,0,SC,SRS,2023,1,4/17/23,11215,8,8,1,1,1,1,0,,1
11217_23_01,,SC,SRS,2023,1,3/25/23,11217,0,12,1,1,0,,,,1
11217_23_02_B ,1,SC,SRS,2023,1,5/3/23,11217,10,10,1,1,1,1,0,,2
11217_23_02_C ,1,SC,SRS,2023,1,5/3/23,11217,10,10,1,1,1,1,0,,2
11217_23_02_D ,1,SC,SRS,2023,1,5/3/23,11217,10,10,1,1,1,1,0,,2
11217_23_02_F ,0,SC,SRS,2023,1,5/3/23,11217,10,10,1,1,1,1,0,,2
11217_23_02_G ,0,SC,SRS,2023,1,5/3/23,11217,10,10,1,1,1,1,0,,2
11217_23_02_H ,0,SC,SRS,2023,1,5/3/23,11217,10,10,1,1,1,1,0,,2
11217_23_02_I ,1,SC,SRS,2023,1,5/3/23,11217,10,10,1,1,1,1,0,,2
11217_23_02_L ,1,SC,SRS,2023,1,5/3/23,11217,10,10,1,1,1,1,0,,2
11217_23_02_M ,1,SC,SRS,2023,1,5/3/23,11217,10,10,1,1,1,1,0,,2
11217_23_02_N ,1,SC,SRS,2023,1,5/3/23,11217,10,10,1,1,1,1,0,,2
11221_23_01,,SC,SRS,2023,0,4/1/23,11221,0,8,1,1,0,,,,1
11221_23_02,,SC,SRS,2023,0,5/4/23,11221,0,5,1,1,0,,,,2
11221_23_03,,SC,SRS,2023,0,6/13/23,11221,0,4,1,1,0,,,,3
11222_23_01_A ,1,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11222_23_01_B ,1,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11222_23_01_D ,1,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11222_23_01_E ,0,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11222_23_01_F ,0,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11222_23_01_G ,1,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11222_23_01_H ,1,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11222_23_01_I ,0,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11222_23_01_J ,1,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11222_23_01_M ,0,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11222_23_01_N ,0,SC,SRS,2023,1,4/2/23,11222,11,11,1,1,1,1,0,,1
11223_23_01_A ,0,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_B ,0,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_D ,1,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_E ,1,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_F ,0,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_G ,0,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_H ,0,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_I ,1,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_J ,1,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_K ,0,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_L ,1,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_M ,1,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_N ,0,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_O ,0,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_P ,1,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_Q ,0,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_R ,1,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11223_23_01_S ,1,SC,SRS,2023,1,3/17/23,11223,9,10,1,1,1,1,1,,1
11225_23_01_A ,0,SC,SRS,2023,1,4/2/23,11225,9,10,1,1,1,1,0,,1
11225_23_01_C ,1,SC,SRS,2023,1,4/2/23,11225,9,10,1,1,1,1,0,,1
11225_23_01_D ,1,SC,SRS,2023,1,4/2/23,11225,9,10,1,1,1,1,0,,1
11225_23_01_E ,0,SC,SRS,2023,1,4/2/23,11225,9,10,1,1,1,1,0,,1
11225_23_01_F ,1,SC,SRS,2023,1,4/2/23,11225,9,10,1,1,1,1,0,,1
11225_23_01_H ,1,SC,SRS,2023,1,4/2/23,11225,9,10,1,1,1,1,0,,1
11225_23_01_J ,0,SC,SRS,2023,1,4/2/23,11225,9,10,1,1,1,1,0,,1
11225_23_01_K ,0,SC,SRS,2023,1,4/2/23,11225,9,10,1,1,1,1,0,,1
11225_23_01_L ,0,SC,SRS,2023,1,4/2/23,11225,9,10,1,1,1,1,0,,1
11539_23_01_A ,0,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_B ,0,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_D ,1,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_E ,0,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_F ,1,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_G ,1,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_H ,0,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_I ,1,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_J ,0,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_K ,0,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_M ,0,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11539_23_01_N ,0,SC,SRS,2023,1,3/14/23,11539,14,14,1,1,1,1,1,,1
11540_23_01,,SC,SRS,2023,1,4/13/23,11540,0,3,1,1,0,,,,1
11542_23_01,,SC,SRS,2023,1,3/20/23,11542,0,,1,1,0,,,,1
11542_23_02,,SC,SRS,2023,1,5/11/23,11542,0,,1,1,0,,,,2
11544_23_01,,SC,SRS,2023,1,4/20/23,11544,0,10,1,1,0,,,,1
11544_23_02_A ,1,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_B ,1,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_C ,0,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_D ,1,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_E ,1,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_G ,0,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_H ,0,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_I ,0,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_J ,1,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_K ,1,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_L ,1,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11544_23_02_M ,0,SC,SRS,2023,1,5/2/23,11544,12,13,1,1,1,1,0,,2
11545_23_01,,SC,SRS,2023,1,,11545,0,,0,,,,,,1
11546_23_01,,SC,SRS,2023,1,3/10/23,11546,0,,1,0,0,,,,1
11547_23_01,,SC,SRS,2023,1,5/1/23,11547,0,2,1,1,0,,,,1
11547_23_02,,SC,SRS,2023,1,5/25/23,11547,0,3,1,1,0,,,,2
11550_23_01,,SC,SRS,2023,1,3/17/23,11550,0,10,1,1,0,,,,1
11550_23_02,,SC,SRS,2023,1,4/13/23,11550,0,12,1,1,0,,,,2
11550_23_03,,SC,SRS,2023,1,5/12/23,11550,0,8,1,0,0,,,,3
11552_23_01_A ,1,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_B ,1,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_C ,1,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_D ,0,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_E ,1,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_F ,0,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_G ,1,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_H ,1,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_I ,0,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_J ,0,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_K ,0,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_L ,0,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11552_23_01_M ,1,SC,SRS,2023,1,3/16/23,11552,,12,1,1,1,1,1,5,1
11553_23_01,,SC,SRS,2023,0,4/8/23,11553,0,,1,1,0,,,,1
11561_23_01,,SC,SRS,2023,1,4/23/23,11561,0,,1,1,0,,,,1
11563_23_01,,SC,SRS,2023,1,4/6/23,11563,0,6,1,1,0,,,,1
11563_23_02,,SC,SRS,2023,1,4/26/23,11563,0,,1,1,0,,,,2
11564_23_01,,SC,SRS,2023,1,3/28/23,11564,0,7,1,1,0,,,,1
11565_23_01_A ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_B ,1,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_C ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_D ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_E ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_F ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_G ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_H ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_I ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_J ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_L ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_M ,0,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11565_23_01_N ,1,SC,SRS,2023,1,3/24/23,11565,,8,1,1,1,1,0,,1
11566_23_01_B ,0,SC,SRS,2023,1,3/11/23,11566,6,8,1,1,1,1,0,,1
11566_23_01_C ,1,SC,SRS,2023,1,3/11/23,11566,6,8,1,1,1,1,0,,1
11566_23_01_D ,0,SC,SRS,2023,1,3/11/23,11566,6,8,1,1,1,1,0,,1
11566_23_01_E ,0,SC,SRS,2023,1,3/11/23,11566,6,8,1,1,1,1,0,,1
11547_24_01,,SC,SRS,2024,1,,11547,0,,0,,,,,,1
13608_24_01,,SC,SRS,2024,0,,13608,0,,0,,,,,,1
13609_24_01,,SC,SRS,2024,0,,13609,0,,0,,,,,,1
13612_24_01,,SC,SRS,2024,0,,13612,0,,0,,,,,,1
13617_24_01,,SC,SRS,2024,1,,13617,0,,0,,,,,,1
13622_24_01,,SC,SRS,2024,1,,13622,0,,0,,,,,,1
13632_24_01,,SC,SRS,2024,1,,13632,0,,0,,,,,,1
13901_24_01,,SC,SRS,2024,0,,13901,0,,0,,,,,,1
13905_24_01,,SC,SRS,2024,1,,13905,0,,0,,,,,,1
13907_24_01,,SC,SRS,2024,1,,13907,0,,0,,,,,,1
13914_24_01,,SC,SRS,2024,0,,13914,0,,0,,,,,,1
11225-24-01-A,0,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-B,0,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-C,1,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-D,0,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-E,1,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-F,1,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-G,1,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-H,0,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-I,0,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-J,0,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-K,1,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11225-24-01-L,0,SC,SRS,2024,1,3/19/24,11225,12,,1,1,1,1,,,1
11539_24_01,,SC,SRS,2024,1,3/21/24,11539,,,1,1,0,,,,1
11223-24-01-A,0,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11223-24-01-B,1,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11223-24-01-C,0,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11223-24-01-D,0,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11223-24-01-F,0,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11223-24-01-G,0,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11223-24-01-H,0,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11223-24-01-J,1,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11223-24-01-K,0,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11223-24-01-L,0,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11223-24-01-M,0,SC,SRS,2024,1,3/23/24,11223,11,12,1,1,1,1,0,,1
11552-24-01-A,0,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-B,1,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-C,1,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-D,1,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-E,0,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-F,1,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-G,0,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-H,0,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-I,1,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-J,0,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-K,1,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
11552-24-01-L,1,SC,SRS,2024,1,3/26/24,11552,12,,1,1,1,,,,1
13621-24-01-A,1,SC,SRS,2024,1,3/28/24,13621,12,12,1,1,1,1,1,,1
13621-24-01-D,0,SC,SRS,2024,1,3/28/24,13621,12,12,1,1,1,1,1,,1
13621-24-01-G,0,SC,SRS,2024,1,3/28/24,13621,12,12,1,1,1,1,1,,1
13621-24-01-H,0,SC,SRS,2024,1,3/28/24,13621,12,12,1,1,1,1,1,,1
13621-24-01-K,0,SC,SRS,2024,1,3/28/24,13621,12,12,1,1,1,1,1,,1
13621-24-01-L,0,SC,SRS,2024,1,3/28/24,13621,12,12,1,1,1,1,1,,1
13898_24_01,,SC,SRS,2024,0,3/29/24,13898,0,5,1,1,0,,,,1
13624_24_01,,SC,SRS,2024,1,3/30/24,13624,0,,1,1,0,,,,1
13629-24-01-A,0,SC,SRS,2024,1,3/30/24,13629,10,12,1,1,1,1,1,2,1
13629-24-01-B,1,SC,SRS,2024,1,3/30/24,13629,10,12,1,1,1,1,1,2,1
13629-24-01-C,0,SC,SRS,2024,1,3/30/24,13629,10,12,1,1,1,1,1,2,1
13629-24-01-E,0,SC,SRS,2024,1,3/30/24,13629,10,12,1,1,1,1,1,2,1
13629-24-01-F,0,SC,SRS,2024,1,3/30/24,13629,10,12,1,1,1,1,1,2,1
13629-24-01-G,1,SC,SRS,2024,1,3/30/24,13629,10,12,1,1,1,1,1,2,1
13629-24-01-H,1,SC,SRS,2024,1,3/30/24,13629,10,12,1,1,1,1,1,2,1
13629-24-01-I,0,SC,SRS,2024,1,3/30/24,13629,10,12,1,1,1,1,1,2,1
13629-24-01-J,1,SC,SRS,2024,1,3/30/24,13629,10,12,1,1,1,1,1,2,1
13625-24-01-B,0,SC,SRS,2024,1,4/6/24,13625,10,10,1,1,1,1,0,,1
13625-24-01-C,0,SC,SRS,2024,1,4/6/24,13625,10,10,1,1,1,1,0,,1
13625-24-01-D,0,SC,SRS,2024,1,4/6/24,13625,10,10,1,1,1,1,0,,1
13625-24-01-F,0,SC,SRS,2024,1,4/6/24,13625,10,10,1,1,1,1,0,,1
13625-24-01-H,0,SC,SRS,2024,1,4/6/24,13625,10,10,1,1,1,1,0,,1
13625-24-01-I,0,SC,SRS,2024,1,4/6/24,13625,10,10,1,1,1,1,0,,1
13625-24-01-J,0,SC,SRS,2024,1,4/6/24,13625,10,10,1,1,1,1,0,,1
13532_24_01,,SC,SRS,2024,1,4/7/24,13532,0,,1,1,0,,,,1
13910-24-01-A,0,SC,SRS,2024,0,4/7/24,13910,10,10,1,1,1,0,0,,1
13910-24-01-B,1,SC,SRS,2024,0,4/7/24,13910,10,10,1,1,1,0,0,,1
13910-24-01-C,0,SC,SRS,2024,0,4/7/24,13910,10,10,1,1,1,0,0,,1
13910-24-01-D,0,SC,SRS,2024,0,4/7/24,13910,10,10,1,1,1,0,0,,1
13910-24-01-E,0,SC,SRS,2024,0,4/7/24,13910,10,10,1,1,1,0,0,,1
13910-24-01-F,1,SC,SRS,2024,0,4/7/24,13910,10,10,1,1,1,0,0,,1
13910-24-01-G,0,SC,SRS,2024,0,4/7/24,13910,10,10,1,1,1,0,0,,1
13910-24-01-H,1,SC,SRS,2024,0,4/7/24,13910,10,10,1,1,1,0,0,,1
13910-24-01-I,0,SC,SRS,2024,0,4/7/24,13910,10,10,1,1,1,0,0,,1
13910-24-01-J,1,SC,SRS,2024,0,4/7/24,13910,10,10,1,1,1,0,0,,1
13613_24_01,,SC,SRS,2024,1,4/8/24,13613,0,,1,1,0,,,,1
13627-24-01-A,0,SC,SRS,2024,0,4/9/24,13627,11,11,1,1,1,0,0,,1
13627-24-01-B,0,SC,SRS,2024,0,4/9/24,13627,11,11,1,1,1,0,0,,1
13627-24-01-C,0,SC,SRS,2024,0,4/9/24,13627,11,11,1,1,1,0,0,,1
13627-24-01-D,1,SC,SRS,2024,0,4/9/24,13627,11,11,1,1,1,0,0,,1
13627-24-01-E,1,SC,SRS,2024,0,4/9/24,13627,11,11,1,1,1,0,0,,1
13627-24-01-F,0,SC,SRS,2024,0,4/9/24,13627,11,11,1,1,1,0,0,,1
13627-24-01-H,0,SC,SRS,2024,0,4/9/24,13627,11,11,1,1,1,0,0,,1
13627-24-01-I,1,SC,SRS,2024,0,4/9/24,13627,11,11,1,1,1,0,0,,1
13627-24-01-J,1,SC,SRS,2024,0,4/9/24,13627,11,11,1,1,1,0,0,,1
13627-24-01-K,1,SC,SRS,2024,0,4/9/24,13627,11,11,1,1,1,0,0,,1
13606_24_01,,SC,SRS,2024,0,4/13/24,13606,0,,1,0,0,,,,1
13906_24_01,,SC,SRS,2024,1,4/16/24,13906,0,10,1,1,0,,,,1
13603_24_01,,SC,SRS,2024,1,4/19/24,13603,0,,1,1,0,,,,1
13615_24_01,,SC,SRS,2024,1,4/19/24,13615,0,,1,1,0,,,,1
13892_24_01,,SC,SRS,2024,0,4/19/24,13892,0,,1,0,0,,,,1
13911_24_01,,SC,SRS,2024,1,4/23/24,13911,0,,1,1,0,,,,1
13605_24_01,,SC,SRS,2024,0,4/25/24,13605,0,,1,0,0,,,,1
13616_24_01,,SC,SRS,2024,1,4/25/24,13616,0,,1,1,0,,,,1
13635_24_01,,SC,SRS,2024,0,4/29/24,13635,0,,1,1,0,,,,1
13604_24_01,,SC,SRS,2024,0,4/30/24,13604,0,3,1,1,0,,,,1
13532_24_02,,SC,SRS,2024,1,5/9/24,13532,0,,1,1,0,,,,1
13906_24_02,,SC,SRS,2024,1,5/11/24,13906,0,,1,1,0,,,,2
13633_24_01,,SC,SRS,2024,1,5/14/24,13633,0,1,1,1,0,,,,1
13911_24_02,,SC,SRS,2024,1,5/15/24,13911,0,,1,1,0,,,,2
13603-24-02-A,0,SC,SRS,2024,1,5/18/24,13603,8,8,1,1,1,1,1,,2
13603-24-02-B,1,SC,SRS,2024,1,5/18/24,13603,8,8,1,1,1,1,1,,2
